ID,Study,Year,Title,Author(s),URL,Language,Location,Soil Type,Latitude,Longitude,Altitude,Climate,Precipitation (mm),Mean Annual Temperature (°C),Microbes ,Crop,Data Extracted,Funding,Conventional/organic/conservation,Specific Practices,Length of Experiment,Soil Level,Experiment Type,Include?,Reason,Management,Crop.Rotation,Measure of Diversity,m1i,sd1i,n1i,Unit,Measure of Abundance,Abundance,Variance
30.1,Funghi,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Conventional,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),4.4,0.7,2,SD,n/a,n/a,n/a
30.1,Funghi,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Organic,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),4.9,0.4,2,SD,n/a,n/a,n/a
30.1,Funghi,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Organic,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),4.9,0.3,2,SD,n/a,n/a,n/a
30.1,Funghi,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Organic,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),4.7,0.07,2,SD,n/a,n/a,n/a
30.1,Funghi,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Intermediate,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),4.2,0.7,2,SD,n/a,n/a,n/a
30.1,Funghi,2021,Cropping systems with higher organic carbon promote soil microbial diversity,"Keyvan Esmaeilzadeh-Salestani, Mohammed Bahram, Rahele Ghanbari Moheb Seraj, Daniyal Gohar, Masoud Tohidfar, Viacheslav Eremeev, Liina Talgre, Banafsheh Khaleghdoust, Seyed Mahyar Mirmajlessi, Anne Luik, Evelin Loit",https://www.sciencedirect.com/science/article/pii/S0167880921002255?casa_token=0U6GFNntSakAAAAA:8eQWHXLjZ_HyDoeptM8AhwPJYAz1uQ7Q2z7vBz3csEPwfUlvThcJUDItp-mCQj0TxX96DtRgZQ#sec0010,English,"Tartu, Estonia",Alfisol,58°22’N,26°40’E,n/a,Dfb,n/a,n/a,"Bacteria, Funghi",Winter wheat,Diversity,"Estonian Research Council, European Agricultural Fund for Rural Development","Conventional, organic",Fertilisation,5,Bulk,Field,Yes,Provides good diversity data,Intermediate,"Barley, red clover, winter wheat, pea, potato",Shannon index (H’),4.6,0.9,2,SD,n/a,n/a,n/a
31a,Bacteria,2021,Changes in bacterial and fungal soil communities in long-term organic cropping systems,"Jessica Cuartero, Onurcan Ozbolat, Virginia Sanchez-Navarro, Marcos Egea-Cortines, Raul Zornoza, Loredana Canfora, Luigi Orru, Jose Antonio Pascual, Juana-Maria Vivo, Margarita Ros",https://mdpi-res.com/d_attachment/agriculture/agriculture-11-00445/article_deploy/agriculture-11-00445-v2.pdf?version=1621307096,English,"Campo de Cartagena, Spain",Inceptisol,"37°48’18.5”N, 37°51’39.3”N, 37°49’30.2”N","0°51’49.2”W, 0°54’03.3”W, 0°52’28.4”W",n/a,Bsh,280,17.5°C,"Bacteria, Funghi",Oat,Diversity,European Union’s Horizon 2020 research and innovation programme,"Conventional, organic","Ferilisation, pesticides",32,Bulk,Field,Yes,Provides good diversity data,Conventional,"Oat, velch",Chao1,8833.45,619.78,5,SD,n/a,n/a,n/a
31a,Bacteria,2021,Changes in bacterial and fungal soil communities in long-term organic cropping systems,"Jessica Cuartero, Onurcan Ozbolat, Virginia Sanchez-Navarro, Marcos Egea-Cortines, Raul Zornoza, Loredana Canfora, Luigi Orru, Jose Antonio Pascual, Juana-Maria Vivo, Margarita Ros",https://mdpi-res.com/d_attachment/agriculture/agriculture-11-00445/article_deploy/agriculture-11-00445-v2.pdf?version=1621307096,English,"Campo de Cartagena, Spain",Inceptisol,"37°48’18.5”N, 37°51’39.3”N, 37°49’30.2”N","0°51’49.2”W, 0°54’03.3”W, 0°52’28.4”W",n/a,Bsh,280,17.5°C,"Bacteria, Funghi",Oat,Diversity,European Union’s Horizon 2020 research and innovation programme,"Conventional, organic","Ferilisation, pesticides",32,Bulk,Field,Yes,Provides good diversity data,Organic,"Oat, velch",Chao1,9718.96,665.32,5,SD,n/a,n/a,n/a
31a,Bacteria,2021,Changes in bacterial and fungal soil communities in long-term organic cropping systems,"Jessica Cuartero, Onurcan Ozbolat, Virginia Sanchez-Navarro, Marcos Egea-Cortines, Raul Zornoza, Loredana Canfora, Luigi Orru, Jose Antonio Pascual, Juana-Maria Vivo, Margarita Ros",https://mdpi-res.com/d_attachment/agriculture/agriculture-11-00445/article_deploy/agriculture-11-00445-v2.pdf?version=1621307096,English,"Campo de Cartagena, Spain",Inceptisol,"37°48’18.5”N, 37°51’39.3”N, 37°49’30.2”N","0°51’49.2”W, 0°54’03.3”W, 0°52’28.4”W",n/a,Bsh,280,17.5°C,"Bacteria, Funghi",Oat,Diversity,European Union’s Horizon 2020 research and innovation programme,"Conventional, organic","Ferilisation, pesticides",32,Bulk,Field,Yes,Provides good diversity data,Organic,"Oat, velch",Chao1,8673.16,633.46,5,SD,n/a,n/a,n/a
31b,Bacteria,2021,Changes in bacterial and fungal soil communities in long-term organic cropping systems,"Jessica Cuartero, Onurcan Ozbolat, Virginia Sanchez-Navarro, Marcos Egea-Cortines, Raul Zornoza, Loredana Canfora, Luigi Orru, Jose Antonio Pascual, Juana-Maria Vivo, Margarita Ros",https://mdpi-res.com/d_attachment/agriculture/agriculture-11-00445/article_deploy/agriculture-11-00445-v2.pdf?version=1621307096,English,"Campo de Cartagena, Spain",Inceptisol,"37°48’18.5”N, 37°51’39.3”N, 37°49’30.2”N","0°51’49.2”W, 0°54’03.3”W, 0°52’28.4”W",n/a,Bsh,280,17.5°C,"Bacteria, Funghi",Oat,Diversity,European Union’s Horizon 2020 research and innovation programme,"Conventional, organic","Ferilisation, pesticides",32,Bulk,Field,Yes,Provides good diversity data,Conventional,"Oat, velch",Shannon,7.53,0.17,5,SD,n/a,n/a,n/a
31b,Bacteria,2021,Changes in bacterial and fungal soil communities in long-term organic cropping systems,"Jessica Cuartero, Onurcan Ozbolat, Virginia Sanchez-Navarro, Marcos Egea-Cortines, Raul Zornoza, Loredana Canfora, Luigi Orru, Jose Antonio Pascual, Juana-Maria Vivo, Margarita Ros",https://mdpi-res.com/d_attachment/agriculture/agriculture-11-00445/article_deploy/agriculture-11-00445-v2.pdf?version=1621307096,English,"Campo de Cartagena, Spain",Inceptisol,"37°48’18.5”N, 37°51’39.3”N, 37°49’30.2”N","0°51’49.2”W, 0°54’03.3”W, 0°52’28.4”W",n/a,Bsh,280,17.5°C,"Bacteria, Funghi",Oat,Diversity,European Union’s Horizon 2020 research and innovation programme,"Conventional, organic","Ferilisation, pesticides",32,Bulk,Field,Yes,Provides good diversity data,Organic,"Oat, velch",Shannon,7.71,0.09,5,SD,n/a,n/a,n/a
31b,Bacteria,2021,Changes in bacterial and fungal soil communities in long-term organic cropping systems,"Jessica Cuartero, Onurcan Ozbolat, Virginia Sanchez-Navarro, Marcos Egea-Cortines, Raul Zornoza, Loredana Canfora, Luigi Orru, Jose Antonio Pascual, Juana-Maria Vivo, Margarita Ros",https://mdpi-res.com/d_attachment/agriculture/agriculture-11-00445/article_deploy/agriculture-11-00445-v2.pdf?version=1621307096,English,"Campo de Cartagena, Spain",Inceptisol,"37°48’18.5”N, 37°51’39.3”N, 37°49’30.2”N","0°51’49.2”W, 0°54’03.3”W, 0°52’28.4”W",n/a,Bsh,280,17.5°C,"Bacteria, Funghi",Oat,Diversity,European Union’s Horizon 2020 research and innovation programme,"Conventional, organic","Ferilisation, pesticides",32,Bulk,Field,Yes,Provides good diversity data,Organic,"Oat, velch",Shannon,7.42,0.23,5,SD,n/a,n/a,n/a
31.1a,Funghi,2021,Changes in bacterial and fungal soil communities in long-term organic cropping systems,"Jessica Cuartero, Onurcan Ozbolat, Virginia Sanchez-Navarro, Marcos Egea-Cortines, Raul Zornoza, Loredana Canfora, Luigi Orru, Jose Antonio Pascual, Juana-Maria Vivo, Margarita Ros",https://mdpi-res.com/d_attachment/agriculture/agriculture-11-00445/article_deploy/agriculture-11-00445-v2.pdf?version=1621307096,English,"Campo de Cartagena, Spain",Inceptisol,"37°48’18.5”N, 37°51’39.3”N, 37°49’30.2”N","0°51’49.2”W, 0°54’03.3”W, 0°52’28.4”W",n/a,Bsh,280,17.5°C,"Bacteria, Funghi",Oat,Diversity,European Union’s Horizon 2020 research and innovation programme,"Conventional, organic","Ferilisation, pesticides",32,Bulk,Field,Yes,Provides good diversity data,Conventional,"Oat, velch",Chao1,229.52,76.17,5,SD,n/a,n/a,n/a
31.1a,Funghi,2021,Changes in bacterial and fungal soil communities in long-term organic cropping systems,"Jessica Cuartero, Onurcan Ozbolat, Virginia Sanchez-Navarro, Marcos Egea-Cortines, Raul Zornoza, Loredana Canfora, Luigi Orru, Jose Antonio Pascual, Juana-Maria Vivo, Margarita Ros",https://mdpi-res.com/d_attachment/agriculture/agriculture-11-00445/article_deploy/agriculture-11-00445-v2.pdf?version=1621307096,English,"Campo de Cartagena, Spain",Inceptisol,"37°48’18.5”N, 37°51’39.3”N, 37°49’30.2”N","0°51’49.2”W, 0°54’03.3”W, 0°52’28.4”W",n/a,Bsh,280,17.5°C,"Bacteria, Funghi",Oat,Diversity,European Union’s Horizon 2020 research and innovation programme,"Conventional, organic","Ferilisation, pesticides",32,Bulk,Field,Yes,Provides good diversity data,Organic,"Oat, velch",Chao1,138.24,36.25,5,SD,n/a,n/a,n/a
31.1a,Funghi,2021,Changes in bacterial and fungal soil communities in long-term organic cropping systems,"Jessica Cuartero, Onurcan Ozbolat, Virginia Sanchez-Navarro, Marcos Egea-Cortines, Raul Zornoza, Loredana Canfora, Luigi Orru, Jose Antonio Pascual, Juana-Maria Vivo, Margarita Ros",https://mdpi-res.com/d_attachment/agriculture/agriculture-11-00445/article_deploy/agriculture-11-00445-v2.pdf?version=1621307096,English,"Campo de Cartagena, Spain",Inceptisol,"37°48’18.5”N, 37°51’39.3”N, 37°49’30.2”N","0°51’49.2”W, 0°54’03.3”W, 0°52’28.4”W",n/a,Bsh,280,17.5°C,"Bacteria, Funghi",Oat,Diversity,European Union’s Horizon 2020 research and innovation programme,"Conventional, organic","Ferilisation, pesticides",32,Bulk,Field,Yes,Provides good diversity data,Organic,"Oat, velch",Chao1,201.55,42.45,5,SD,n/a,n/a,n/a
31.1b,Funghi,2021,Changes in bacterial and fungal soil communities in long-term organic cropping systems,"Jessica Cuartero, Onurcan Ozbolat, Virginia Sanchez-Navarro, Marcos Egea-Cortines, Raul Zornoza, Loredana Canfora, Luigi Orru, Jose Antonio Pascual, Juana-Maria Vivo, Margarita Ros",https://mdpi-res.com/d_attachment/agriculture/agriculture-11-00445/article_deploy/agriculture-11-00445-v2.pdf?version=1621307096,English,"Campo de Cartagena, Spain",Inceptisol,"37°48’18.5”N, 37°51’39.3”N, 37°49’30.2”N","0°51’49.2”W, 0°54’03.3”W, 0°52’28.4”W",n/a,Bsh,280,17.5°C,"Bacteria, Funghi",Oat,Diversity,European Union’s Horizon 2020 research and innovation programme,"Conventional, organic","Ferilisation, pesticides",32,Bulk,Field,Yes,Provides good diversity data,Conventional,"Oat, velch",Shannon,2.84,0.6,5,SD,n/a,n/a,n/a
31.1b,Funghi,2021,Changes in bacterial and fungal soil communities in long-term organic cropping systems,"Jessica Cuartero, Onurcan Ozbolat, Virginia Sanchez-Navarro, Marcos Egea-Cortines, Raul Zornoza, Loredana Canfora, Luigi Orru, Jose Antonio Pascual, Juana-Maria Vivo, Margarita Ros",https://mdpi-res.com/d_attachment/agriculture/agriculture-11-00445/article_deploy/agriculture-11-00445-v2.pdf?version=1621307096,English,"Campo de Cartagena, Spain",Inceptisol,"37°48’18.5”N, 37°51’39.3”N, 37°49’30.2”N","0°51’49.2”W, 0°54’03.3”W, 0°52’28.4”W",n/a,Bsh,280,17.5°C,"Bacteria, Funghi",Oat,Diversity,European Union’s Horizon 2020 research and innovation programme,"Conventional, organic","Ferilisation, pesticides",32,Bulk,Field,Yes,Provides good diversity data,Organic,"Oat, velch",Shannon,1.27,0.35,5,SD,n/a,n/a,n/a
31.1b,Funghi,2021,Changes in bacterial and fungal soil communities in long-term organic cropping systems,"Jessica Cuartero, Onurcan Ozbolat, Virginia Sanchez-Navarro, Marcos Egea-Cortines, Raul Zornoza, Loredana Canfora, Luigi Orru, Jose Antonio Pascual, Juana-Maria Vivo, Margarita Ros",https://mdpi-res.com/d_attachment/agriculture/agriculture-11-00445/article_deploy/agriculture-11-00445-v2.pdf?version=1621307096,English,"Campo de Cartagena, Spain",Inceptisol,"37°48’18.5”N, 37°51’39.3”N, 37°49’30.2”N","0°51’49.2”W, 0°54’03.3”W, 0°52’28.4”W",n/a,Bsh,280,17.5°C,"Bacteria, Funghi",Oat,Diversity,European Union’s Horizon 2020 research and innovation programme,"Conventional, organic","Ferilisation, pesticides",32,Bulk,Field,Yes,Provides good diversity data,Organic,"Oat, velch",Shannon,2.56,0.41,5,SD,n/a,n/a,n/a
32a,Bacteria,2020,Long-term effects of agricultural production systems on structure and function of the soil microbial community,"Xueli Chen, Trond Maukon Henriksen, Kine Svensson, Audon Korsaeth",https://www-sciencedirect-com.iclibezp1.cc.ic.ac.uk/science/article/pii/S0929139318310771?via%3Dihub,English,"Gjovik, Norway",Inceptisol,60°42’N,10°51’E,250m,Dfb,600,3.6-12°C,"Bacteria, Funghi",Spring barley,"Diversity, abundance","National Key Research and Development Program of China, National Natural Science Foundation of China","Conventional, organic","Tillage, fertilisation, pesticides",26,Bulk,Field,Yes,Provides good diversity and abundance data,Conventional,"Potatoes, spring wheat, spring oats, spring barley",Chao-index,1831,n/a,2,SD,Copy numbers of 16S rRNA gene,5.3625866,0.848528137423857
32a,Bacteria,2020,Long-term effects of agricultural production systems on structure and function of the soil microbial community,"Xueli Chen, Trond Maukon Henriksen, Kine Svensson, Audon Korsaeth",https://www-sciencedirect-com.iclibezp1.cc.ic.ac.uk/science/article/pii/S0929139318310771?via%3Dihub,English,"Gjovik, Norway",Inceptisol,60°42’N,10°51’E,250m,Dfb,600,3.6-12°C,"Bacteria, Funghi",Spring barley,"Diversity, abundance","National Key Research and Development Program of China, National Natural Science Foundation of China","Conventional, organic","Tillage, fertilisation, pesticides",26,Bulk,Field,Yes,Provides good diversity and abundance data,Conventional,"Potatoes, wheat, oats, barley",Chao-index,1826,n/a,2,SD,Copy numbers of 16S rRNA gene,8.9376443,0.989949493661167
32a,Bacteria,2020,Long-term effects of agricultural production systems on structure and function of the soil microbial community,"Xueli Chen, Trond Maukon Henriksen, Kine Svensson, Audon Korsaeth",https://www-sciencedirect-com.iclibezp1.cc.ic.ac.uk/science/article/pii/S0929139318310771?via%3Dihub,English,"Gjovik, Norway",Inceptisol,60°42’N,10°51’E,250m,Dfb,600,3.6-12°C,"Bacteria, Funghi",Spring barley,"Diversity, abundance","National Key Research and Development Program of China, National Natural Science Foundation of China","Conventional, organic","Tillage, fertilisation, pesticides",26,Bulk,Field,Yes,Provides good diversity and abundance data,Organic,"Barley, grass-clover, wheat, oats",Chao-index,1789,n/a,2,SD,Copy numbers of 16S rRNA gene,11.0161663,1.83847763108502
32b,Bacteria,2020,Long-term effects of agricultural production systems on structure and function of the soil microbial community,"Xueli Chen, Trond Maukon Henriksen, Kine Svensson, Audon Korsaeth",https://www-sciencedirect-com.iclibezp1.cc.ic.ac.uk/science/article/pii/S0929139318310771?via%3Dihub,English,"Gjovik, Norway",Inceptisol,60°42’N,10°51’E,250m,Dfb,600,3.6-12°C,"Bacteria, Funghi",Spring barley,"Diversity, abundance","National Key Research and Development Program of China, National Natural Science Foundation of China","Conventional, organic","Tillage, fertilisation, pesticides",26,Bulk,Field,Yes,Provides good diversity and abundance data,Conventional,"Potatoes, spring wheat, spring oats, spring barley",Shannon,6.19,n/a,2,SD,Copy numbers of 16S rRNA gene,5.3625866,0.848528137423857
32b,Bacteria,2020,Long-term effects of agricultural production systems on structure and function of the soil microbial community,"Xueli Chen, Trond Maukon Henriksen, Kine Svensson, Audon Korsaeth",https://www-sciencedirect-com.iclibezp1.cc.ic.ac.uk/science/article/pii/S0929139318310771?via%3Dihub,English,"Gjovik, Norway",Inceptisol,60°42’N,10°51’E,250m,Dfb,600,3.6-12°C,"Bacteria, Funghi",Spring barley,"Diversity, abundance","National Key Research and Development Program of China, National Natural Science Foundation of China","Conventional, organic","Tillage, fertilisation, pesticides",26,Bulk,Field,Yes,Provides good diversity and abundance data,Conventional,"Potatoes, wheat, oats, barley",Shannon,6.16,n/a,2,SD,Copy numbers of 16S rRNA gene/ITS gene,8.9376443,0.989949493661167
32b,Bacteria,2020,Long-term effects of agricultural production systems on structure and function of the soil microbial community,"Xueli Chen, Trond Maukon Henriksen, Kine Svensson, Audon Korsaeth",https://www-sciencedirect-com.iclibezp1.cc.ic.ac.uk/science/article/pii/S0929139318310771?via%3Dihub,English,"Gjovik, Norway",Inceptisol,60°42’N,10°51’E,250m,Dfb,600,3.6-12°C,"Bacteria, Funghi",Spring barley,"Diversity, abundance","National Key Research and Development Program of China, National Natural Science Foundation of China","Conventional, organic","Tillage, fertilisation, pesticides",26,Bulk,Field,Yes,Provides good diversity and abundance data,Organic,"Barley, grass-clover, wheat, oats",Shannon,6.25,n/a,2,SD,Copy numbers of 16S rRNA gene,11.0161663,1.83847763108502
32.1a,Funghi,2020,Long-term effects of agricultural production systems on structure and function of the soil microbial community,"Xueli Chen, Trond Maukon Henriksen, Kine Svensson, Audon Korsaeth",https://www-sciencedirect-com.iclibezp1.cc.ic.ac.uk/science/article/pii/S0929139318310771?via%3Dihub,English,"Gjovik, Norway",Inceptisol,60°42’N,10°51’E,250m,Dfb,600,3.6-12°C,"Bacteria, Funghi",Spring barley,"Diversity, abundance","National Key Research and Development Program of China, National Natural Science Foundation of China","Conventional, organic","Tillage, fertilisation, pesticides",26,Bulk,Field,Yes,Provides good diversity and abundance data,Conventional,"Potatoes, spring wheat, spring oats, spring barley",Chao-index,440,n/a,2,SD,Copy numbers of ITS gene,3.6,1.27279220613579
